collaborative,num_albums,num_tracks,num_followers,num_edits,duration_ms,num_artists
0,41,47,1,12,11309492,35
0,11,25,2,3,4523189,7
0,25,29,1,25,6091075,23
1,28,31,1,9,7936491,25
0,70,133,1,30,33793856,45
0,21,42,1,3,9150473,12
0,43,68,2,33,16582784,34
0,82,85,1,24,17181746,58
0,6,9,1,5,1996675,5
0,133,241,1,38,50341906,71
0,21,26,1,10,6211312,18
0,48,62,1,2,14597634,35
0,6,6,1,4,1384776,6
0,74,82,1,2,18696030,49
0,38,41,2,35,9151970,36
0,54,59,1,5,14042586,48
0,137,225,2,21,52613668,77
0,63,66,1,22,15285499,57
0,20,22,1,10,5887643,17
0,6,35,1,3,8272231,3
0,6,6,1,4,1718302,6
0,7,7,1,4,1724810,6
0,11,11,8,2,3003906,11
1,98,135,1,14,29696098,42
0,19,20,1,8,4413536,14
0,83,137,1,6,31869941,52
0,141,207,6,6,44548821,58
0,10,70,1,4,16408701,9
0,42,45,1,28,10891819,39
0,48,54,1,20,12802175,34
0,14,14,1,2,3659376,10
0,42,47,3,4,13208416,37
0,36,42,1,6,9451263,24
0,64,66,1,13,14511221,61
0,22,26,2,4,7765445,18
0,7,11,1,2,2442207,7
0,30,30,1,2,5044396,30
0,103,113,1,27,25090570,78
0,51,53,2,6,11656243,43
0,10,14,1,4,2917328,6
0,47,87,2,2,21314596,20
0,28,41,1,10,8388914,28
0,73,90,2,45,22637299,65
0,118,134,1,13,31388970,91
0,70,71,1,57,16432020,60
0,6,8,2,3,1871236,6
0,68,89,1,8,24591942,30
0,38,40,1,14,9008766,36
0,12,162,1,2,43003986,8
0,45,48,1,7,11480569,42
0,142,146,1,13,31814633,127
0,57,112,1,9,25827393,35
0,12,12,1,2,2472526,12
0,32,36,1,12,8340370,30
0,56,103,1,38,23720395,40
0,70,75,1,10,18541223,60
0,55,61,1,21,14618370,47
0,60,65,2,8,13131762,37
0,9,10,1,4,2217770,8
0,17,18,1,4,4142432,17
0,97,120,1,24,34682579,63
0,46,54,1,6,11746828,42
0,30,35,1,5,7729111,33
1,47,47,1,12,9746258,44
0,30,36,1,8,9696452,22
0,40,44,1,11,12324961,32
0,29,37,3,25,11239296,18
1,26,26,1,6,6073195,26
0,54,56,1,9,13517594,53
0,21,35,1,12,7806717,16
0,36,49,2,7,10964833,34
0,82,140,1,61,30712867,55
0,75,94,3,6,23837606,45
0,79,92,1,34,20275508,75
0,27,31,2,5,6970595,21
0,16,26,1,5,5355947,14
0,68,119,1,61,25345670,52
0,10,10,1,3,2183323,9
0,7,63,1,3,14325817,7
0,71,74,1,36,16786449,68
0,54,55,2,14,11815189,49
0,6,9,1,4,2229106,3
0,8,10,1,4,2395154,5
0,59,70,2,44,15388277,51
0,24,24,1,8,5344096,18
0,120,224,1,30,49978310,55
0,32,75,1,22,18718684,22
0,23,39,1,2,7188894,15
0,17,17,2,2,3861463,17
0,21,21,1,19,4772474,21
0,57,59,1,42,18568996,51
0,36,53,1,11,14449011,25
0,52,80,1,38,17831472,35
0,10,10,1,2,2353881,8
0,109,135,1,59,30889047,78
0,47,97,1,29,21868096,33
0,12,12,1,3,2805925,12
0,11,11,1,4,2244462,8
0,131,162,4,88,35918107,73
0,31,35,2,5,8984013,28
0,56,79,1,24,17996632,50
0,46,57,1,11,12750541,36
0,110,133,1,3,35127057,77
0,14,17,1,6,4045052,14
0,110,140,1,12,33074974,71
0,15,21,1,6,4848999,13
0,11,16,1,4,4692356,6
0,116,133,1,8,28795617,105
0,105,126,1,37,26607391,54
0,181,221,1,178,47162649,148
0,183,214,3,90,48909656,123
0,29,35,1,10,7749913,22
0,53,56,1,11,13926435,47
0,24,100,1,26,27207422,8
0,150,203,1,50,48616835,78
0,63,79,1,8,19433173,37
0,60,69,1,13,15491200,58
1,69,172,1,2,36983438,35
0,12,14,1,8,3261685,10
1,31,33,1,24,7254125,26
1,84,87,1,5,20637964,74
0,17,19,1,3,4261773,17
0,106,126,1,29,31829172,73
0,24,38,1,18,8986743,21
0,38,61,1,26,14914634,35
0,40,41,1,8,9917901,36
0,17,17,1,13,3699248,15
0,98,119,1,63,27538723,82
0,75,108,1,37,24950143,40
0,43,44,1,34,9065801,37
collaborative,num_albums,num_tracks,num_followers,num_edits,duration_ms,num_artists
collaborative,num_albums,num_tracks,num_followers,num_edits,duration_ms,num_artists
